GRADE,VD/NVD,tap_wt_from_EAF,al ingot_kg__during_EAF_tapping,TEMP OPENING_LRF,LIFTING TEMP_LRF,LIME_LRF,SPAR,Mean_Oxygen,LRF_Initial_Chemistry_C,LRF_Initial_Chemistry_MN,LRF_Initial_Chemistry_S,LRF_Initial_Chemistry_SI,LRF_Initial_Chemistry_AL,LRF_Initial_Chemistry_N2,C_Target,Mn_Target,Si_Target,Al_Target,Carbon_Gap,Mn_Gap,Si_Gap,Al_Gap,Total_Al_LRF_kg
JSPTHHSV,NVD,102.0,110.0,1505.0,1577.0,1300.0,25.0,436.781728873635,0.097,0.98,0.079,0.164,0.096,60.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,136.5
JSPTHHSV,NVD,103.0,110.0,1505.0,1580.0,1450.0,25.0,436.781728873635,0.085,0.72,0.0599,0.1489,0.06,57.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,139.8
FE550DLMH,NVD,101.0,110.0,1505.0,1615.0,1300.0,25.0,436.781728873635,0.099,0.61,0.068,0.14,0.149,60.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,120.0
JSPTHHSV,NVD,102.0,110.0,1505.0,1580.0,1250.0,25.0,436.781728873635,0.079,0.69,0.0749,0.156,0.086,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,120.0
FE550DLMH,NVD,100.0,110.0,1505.0,1595.0,1300.0,25.0,436.781728873635,0.138,0.76,0.078,0.183,0.137,61.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,120.0
JSPTHHSV,NVD,102.0,110.0,1505.0,1580.0,1450.0,25.0,436.781728873635,0.08,0.91,0.0749,0.1409,0.029,57.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,153.0
JSPTHHSV,NVD,99.0,132.0,1505.0,1580.0,1500.0,25.0,436.781728873635,0.104,0.94,0.082,0.155,0.046,57.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,257.5
JSPTHHSV,NVD,100.0,132.0,1505.0,1590.0,1700.0,25.0,436.781728873635,0.098,0.91,0.085,0.1499,0.063,57.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,277.3
JSPTHHSV,NVD,100.0,132.0,1505.0,1580.0,1450.0,25.0,436.781728873635,0.079,0.88,0.083,0.115,0.014,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,363.1
JSPTHHSV,NVD,100.0,132.0,1505.0,1580.0,1200.0,25.0,436.781728873635,0.102,1.02,0.0719,0.165,0.034,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,274.0
SAE4140,VD,101.0,178.0,1505.0,1580.0,1300.0,25.0,363.2857142857143,0.056,0.53,0.0719,0.107,0.024,51.0,0.4,0.8500000000000001,0.25,0.0325,0.344,0.32,0.143,0.0085,415.7
JSPTHHSV,NVD,97.0,132.0,1505.0,1575.0,1400.0,25.0,436.781728873635,0.12,0.89,0.0749,0.152,0.057,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,224.5
SAE4140,VD,101.0,132.0,1505.0,1560.0,1500.0,25.0,363.2857142857143,0.096,0.65,0.079,0.1449,0.095,51.0,0.4,0.8500000000000001,0.25,0.0325,0.304,0.2,0.1051,-0.0625,224.5
SAE4140,VD,98.0,132.0,1505.0,1580.0,1500.0,25.0,363.2857142857143,0.088,0.66,0.0769,0.1459,0.055,54.0,0.4,0.8500000000000001,0.25,0.0325,0.312,0.19,0.1041,-0.0225,292.48
JSPTHHSV,NVD,98.0,120.0,1505.0,1615.0,1600.0,25.0,436.781728873635,0.085,0.97,0.08,0.157,0.077,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,288.4
SAE4140,VD,98.0,156.0,1505.0,1560.0,1500.0,25.0,363.2857142857143,0.125,0.64,0.081,0.1449,0.084,55.0,0.4,0.8500000000000001,0.25,0.0325,0.275,0.21,0.1051,-0.0515,265.0
JSPTHHSV,NVD,107.0,600.0,1505.0,1578.0,1650.0,25.0,436.781728873635,0.071,0.57,0.0749,0.1179,0.022,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,651.25
JSPTHHSV,NVD,101.0,154.0,1505.0,1578.0,1550.0,25.0,436.781728873635,0.092,0.71,0.0719,0.163,0.034,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,282.8
SAE4140,NVD,104.0,132.0,1505.0,1622.0,1400.0,25.0,363.2857142857143,0.157,0.58,0.062,0.128,0.041,54.0,0.4,0.8500000000000001,0.25,0.0325,0.243,0.2700000000000001,0.122,-0.0085,314.26
JSPTHHSV,NVD,105.0,110.0,1505.0,1582.0,1400.0,25.0,436.781728873635,0.095,0.7,0.069,0.151,0.034,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,245.4
SAE4140,VD,100.0,132.0,1505.0,1565.0,1450.0,25.0,363.2857142857143,0.118,0.59,0.0709,0.131,0.039,53.0,0.4,0.8500000000000001,0.25,0.0325,0.282,0.2600000000000001,0.119,-0.0064999999999999,290.5
JSPHTHSV,NVD,100.0,110.0,1505.0,1582.0,1650.0,25.0,445.4,0.092,0.97,0.0749,0.1449,0.013,53.0,0.19,1.325,0.2,0.03,0.098,0.355,0.0551,-0.022,275.1
JSPHTHSV,NVD,100.0,110.0,1505.0,1574.0,1550.0,25.0,445.4,0.105,0.91,0.0709,0.139,0.022,54.0,0.19,1.325,0.2,0.03,0.085,0.4149999999999999,0.061,-0.022,324.6
JSPHTHSV,NVD,103.0,110.0,1505.0,1577.0,1350.0,25.0,445.4,0.103,0.86,0.0599,0.12,0.015,57.0,0.19,1.325,0.2,0.03,0.087,0.4649999999999999,0.08,-0.022,331.2
JSPHTHSV,NVD,100.0,132.0,1505.0,1574.0,1350.0,25.0,445.4,0.097,0.91,0.0539,0.135,0.018,55.0,0.19,1.325,0.2,0.03,0.093,0.4149999999999999,0.065,-0.022,307.0
SAE9254,VD,100.0,0.0,1505.0,1554.0,1550.0,25.0,436.781728873635,0.064,0.28,0.0509,0.7239,0.003,64.0,0.545,0.6499999999999999,1.35,0.03,0.481,0.3699999999999999,0.6261000000000001,-0.022,10.0
JSPHTHSV,NVD,104.0,132.0,1505.0,1575.0,1400.0,25.0,445.4,0.099,0.92,0.066,0.137,0.049,48.0,0.19,1.325,0.2,0.03,0.091,0.4049999999999999,0.063,-0.022,260.8
JSPHTHSV,NVD,103.0,110.0,1505.0,1580.0,1350.0,25.0,445.4,0.127,0.93,0.0609,0.155,0.004,47.0,0.19,1.325,0.2,0.03,0.063,0.3949999999999999,0.045,-0.022,304.8
SAE9254,VD,93.0,0.0,1505.0,1530.0,1350.0,25.0,436.781728873635,0.048,0.29,0.0599,0.8199,0.003,47.0,0.545,0.6499999999999999,1.35,0.03,0.497,0.3599999999999999,0.5301000000000001,-0.022,10.0
JSPHTHSV,NVD,101.0,110.0,1505.0,1575.0,1350.0,25.0,445.4,0.115,0.93,0.063,0.157,0.019,54.0,0.19,1.325,0.2,0.03,0.075,0.3949999999999999,0.043,-0.022,245.4
JSPHTHSV,NVD,102.0,132.0,1505.0,1570.0,1650.0,25.0,445.4,0.091,0.84,0.065,0.12,0.024,61.0,0.19,1.325,0.2,0.03,0.099,0.485,0.08,-0.022,330.1
JSPHTHSV,NVD,98.0,132.0,1505.0,1575.0,1550.0,25.0,445.4,0.122,0.97,0.063,0.162,0.063,57.0,0.19,1.325,0.2,0.03,0.068,0.355,0.038,-0.022,277.3
JSPHTHSV,NVD,103.0,132.0,1505.0,1575.0,1150.0,25.0,445.4,0.111,0.94,0.055,0.152,0.04,54.0,0.19,1.325,0.2,0.03,0.079,0.385,0.048,-0.022,255.85
JSPHTHSV,NVD,105.0,132.0,1505.0,1575.0,1400.0,25.0,445.4,0.126,0.91,0.041,0.156,0.074,54.0,0.19,1.325,0.2,0.03,0.064,0.4149999999999999,0.044,-0.022,226.15
SAE9254,VD,102.0,0.0,1505.0,1557.0,994.0,25.0,436.781728873635,0.137,0.48,0.058,0.521,0.002,58.0,0.545,0.6499999999999999,1.35,0.03,0.408,0.1699999999999999,0.8290000000000001,-0.022,10.0
JSPHTHSV,NVD,103.0,132.0,1505.0,1575.0,1400.0,25.0,445.4,0.112,0.96,0.068,0.14,0.023,58.0,0.19,1.325,0.2,0.03,0.078,0.365,0.06,-0.022,290.5
SAE9254,VD,98.0,0.0,1505.0,1532.0,1500.0,25.0,436.781728873635,0.07,0.51,0.055,0.53,1.417,64.0,0.545,0.6499999999999999,1.35,0.03,0.475,0.1399999999999999,0.8200000000000001,-0.022,10.0
SAE9254,VD,96.0,0.0,1505.0,1525.0,1600.0,25.0,436.781728873635,0.075,0.5,0.049,0.5649,0.005,61.0,0.545,0.6499999999999999,1.35,0.03,0.47,0.1499999999999999,0.7851000000000001,-0.022,10.0
S275HS,NVD,102.0,110.0,1590.0,1615.0,2000.0,25.0,342.3058823529412,0.061,0.37,0.0599,0.0589,0.003,58.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,417.0
S275HS,NVD,101.0,110.0,1505.0,1583.0,1450.0,25.0,342.3058823529412,0.076,0.59,0.064,0.1029,0.014,57.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,295.89
S275HS,NVD,99.0,110.0,1505.0,1583.0,1500.0,25.0,342.3058823529412,0.07,0.62,0.078,0.104,0.017,60.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,268.5
SAE9254,VD,99.0,0.0,1505.0,1550.0,1550.0,25.0,436.781728873635,0.103,0.51,0.085,0.534,0.002,63.0,0.545,0.6499999999999999,1.35,0.03,0.442,0.1399999999999999,0.8160000000000001,-0.022,10.0
S275HS,NVD,98.0,110.0,1505.0,1585.0,1250.0,25.0,342.3058823529412,0.12,0.69,0.0729,0.056,0.002,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,268.5
SAE9254,VD,96.0,0.0,1505.0,1525.0,1350.0,25.0,436.781728873635,0.075,0.5,0.0719,0.522,0.001,51.0,0.545,0.6499999999999999,1.35,0.03,0.47,0.1499999999999999,0.8280000000000001,-0.022,10.0
S275HS,NVD,89.0,110.0,1505.0,1580.0,2300.0,25.0,342.3058823529412,0.078,0.5,0.0719,0.0879,0.021,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,280.05
S275HS,NVD,102.0,110.0,1505.0,1585.0,2150.0,25.0,342.3058823529412,0.092,0.46,0.081,0.078,0.034,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,263.55
S275HS,NVD,102.0,110.0,1505.0,1580.0,2000.0,25.0,342.3058823529412,0.073,0.46,0.078,0.07,0.006,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,351.0
S275HS,NVD,103.0,110.0,1505.0,1575.0,1850.0,25.0,342.3058823529412,0.085,0.59,0.07,0.107,0.005,48.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,344.4
S275HS,NVD,101.0,178.0,1505.0,1575.0,1800.0,25.0,342.3058823529412,0.082,0.63,0.082,0.124,0.015,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,382.7
S275HS,NVD,102.0,132.0,1505.0,1575.0,1950.0,25.0,342.3058823529412,0.084,0.65,0.0719,0.128,0.023,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,349.9
S275HS,NVD,101.0,110.0,1505.0,1575.0,1550.0,25.0,342.3058823529412,0.114,0.66,0.063,0.138,0.027,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,235.5
S275HS,NVD,98.0,178.0,1505.0,1575.0,1600.0,25.0,342.3058823529412,0.086,0.67,0.0739,0.1469,0.054,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,366.2
S275HS,NVD,100.0,178.0,1505.0,1575.0,1500.0,25.0,342.3058823529412,0.084,0.67,0.0709,0.132,0.028,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,353.0
FE550DLMH,NVD,98.0,110.0,1505.0,1620.0,1250.0,25.0,436.781728873635,0.109,0.69,0.07,0.1429,0.026,48.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,153.0
S275HS,NVD,100.0,110.0,1505.0,1573.0,1500.0,25.0,342.3058823529412,0.098,0.67,0.068,0.155,0.033,55.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,291.6
S275HS,NVD,103.0,110.0,1505.0,1583.0,1400.0,25.0,342.3058823529412,0.13,0.64,0.07,0.154,0.037,41.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,202.5
FE550DLMH,NVD,106.0,132.0,1505.0,1590.0,1400.0,25.0,436.781728873635,0.088,0.64,0.064,0.1429,0.053,60.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,142.0
FE550DLMH,NVD,110.0,154.0,1505.0,1590.0,1600.0,25.0,436.781728873635,0.057,0.52,0.0749,0.064,0.056,45.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,527.0
FE550DLMH,NVD,96.0,132.0,1505.0,1585.0,1250.0,25.0,436.781728873635,0.049,0.67,0.066,0.132,0.013,64.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,191.5
JSPHTHSV,NVD,97.0,132.0,1505.0,1615.0,1650.0,25.0,445.4,0.086,1.05,0.0739,0.1779,0.111,61.0,0.19,1.325,0.2,0.03,0.104,0.2749999999999999,0.0221,-0.022,217.9
JSPHTHSV(VD),VD,101.0,132.0,1505.0,1580.0,1600.0,25.0,290.0,0.1,1.03,0.065,0.17,0.092,47.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,191.5
JSPHTHSV(VD),VD,104.0,132.0,1505.0,1565.0,1650.0,25.0,290.0,0.111,0.98,0.0739,0.1749,0.065,53.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,257.5
JSPHTHSV(VD),VD,98.0,132.0,1505.0,1566.0,1550.0,25.0,290.0,0.1,1.08,0.07,0.188,0.081,50.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,224.5
JSPHTHSV(VD),VD,105.0,132.0,1505.0,1562.0,1350.0,25.0,290.0,0.079,0.85,0.0719,0.129,0.095,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,233.41
FE550DLMH,NVD,102.0,0.0,1505.0,1620.0,1550.0,25.0,436.781728873635,0.1,0.62,0.0599,0.115,0.037,47.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,10.0
FE550DLMH,NVD,101.0,110.0,1505.0,1580.0,1600.0,25.0,436.781728873635,0.068,0.62,0.0519,0.117,0.047,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,120.0
JSPHTHSV,NVD,100.0,110.0,1505.0,1580.0,1350.0,25.0,445.4,0.061,0.62,0.0599,0.113,0.034,54.0,0.19,1.325,0.2,0.03,0.129,0.705,0.087,-0.022,317.67
JSPHTHSV,NVD,97.0,110.0,1505.0,1570.0,1650.0,25.0,445.4,0.089,0.59,0.0749,0.124,0.032,60.0,0.19,1.325,0.2,0.03,0.101,0.735,0.076,-0.022,255.63
FE550DLMH,NVD,101.0,110.0,1505.0,1580.0,1400.0,25.0,436.781728873635,0.069,0.62,0.066,0.099,0.01,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,186.0
JSPHTHSV,NVD,102.0,110.0,1505.0,1570.0,1500.0,25.0,445.4,0.085,0.89,0.07,0.135,0.048,53.0,0.19,1.325,0.2,0.03,0.105,0.4349999999999999,0.065,-0.022,240.45
JSPHTHSV,NVD,102.0,110.0,1505.0,1575.0,1550.0,25.0,445.4,0.086,0.91,0.0919,0.125,0.006,53.0,0.19,1.325,0.2,0.03,0.104,0.4149999999999999,0.075,-0.022,336.15
JSPHTHSV,NVD,99.0,110.0,1505.0,1569.0,1500.0,25.0,445.4,0.122,0.99,0.08,0.158,0.027,54.0,0.19,1.325,0.2,0.03,0.068,0.3349999999999999,0.042,-0.022,288.3
FE550DLMH,NVD,101.0,132.0,1505.0,1610.0,1350.0,25.0,436.781728873635,0.062,0.62,0.0769,0.1029,0.008,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,250.9
FE550DLMH,NVD,98.0,132.0,1505.0,1578.0,1400.0,25.0,436.781728873635,0.068,0.69,0.0759,0.0749,0.002,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,300.4
FE550DLMH,NVD,98.0,132.0,1505.0,1580.0,1150.0,25.0,436.781728873635,0.071,0.61,0.0749,0.104,0.035,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,215.26
S275HS,NVD,100.0,110.0,1505.0,1610.0,1300.0,25.0,342.3058823529412,0.066,0.58,0.0729,0.111,0.067,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,219.0
FE550DLMH,NVD,102.0,132.0,1505.0,1580.0,1300.0,25.0,436.781728873635,0.057,0.53,0.069,0.0919,0.059,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,215.26
S275HS,NVD,98.0,178.0,1505.0,1580.0,1200.0,25.0,342.3058823529412,0.081,0.52,0.0599,0.111,0.101,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,254.0
FE550DLMH,NVD,101.0,178.0,1505.0,1585.0,1600.0,25.0,436.781728873635,0.079,0.58,0.07,0.128,0.056,44.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,206.15
FE550DLMH,NVD,101.0,132.0,1505.0,1575.0,1600.0,25.0,436.781728873635,0.069,0.6,0.0719,0.124,0.084,61.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,142.0
S275HS,NVD,102.0,132.0,1505.0,1580.0,1300.0,25.0,342.3058823529412,0.084,0.62,0.064,0.138,0.069,61.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,198.1
S275HS,NVD,102.0,178.0,1505.0,1580.0,1400.0,25.0,342.3058823529412,0.082,0.64,0.067,0.135,0.117,64.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,199.55
FE550DLMH,NVD,101.0,110.0,1505.0,1620.0,1350.0,25.0,436.781728873635,0.104,0.74,0.07,0.162,0.089,48.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,120.0
FE550DLMH,NVD,104.0,132.0,1505.0,1585.0,1350.0,25.0,436.781728873635,0.121,0.69,0.0609,0.1499,0.069,48.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,142.0
FE550DLMH,NVD,96.0,110.0,1505.0,1578.0,1400.0,25.0,436.781728873635,0.089,0.68,0.067,0.128,0.021,57.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,156.63
FE550DLMH,NVD,96.0,110.0,1505.0,1585.0,1400.0,25.0,436.781728873635,0.097,0.7,0.066,0.1459,0.047,41.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,120.0
FE550DLMH,NVD,103.0,110.0,1505.0,1580.0,1600.0,25.0,436.781728873635,0.097,0.63,0.068,0.13,0.051,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,120.0
FE550DLMH,NVD,104.0,110.0,1505.0,1585.0,1600.0,25.0,436.781728873635,0.107,0.61,0.067,0.127,0.047,47.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,120.0
FE550DLMH,NVD,100.0,110.0,1505.0,1580.0,1350.0,25.0,436.781728873635,0.103,0.66,0.057,0.133,0.03,55.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,120.0
FE550DLMH,NVD,100.0,110.0,1505.0,1580.0,1200.0,25.0,436.781728873635,0.078,0.68,0.0539,0.1449,0.036,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,153.0
FE550DLMH,NVD,100.0,110.0,1505.0,1580.0,1200.0,25.0,436.781728873635,0.132,0.68,0.056,0.162,0.006,50.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,186.0
FE550DLMH,NVD,100.0,110.0,1505.0,1570.0,1200.0,25.0,436.781728873635,0.083,0.67,0.057,0.134,0.019,50.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,153.0
FE550DLMH,NVD,100.0,110.0,1505.0,1580.0,1100.0,25.0,436.781728873635,0.066,0.64,0.063,0.128,0.019,48.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,153.0
FE550DLMH,NVD,100.0,110.0,1505.0,1690.0,1450.0,25.0,436.781728873635,0.11,0.01,0.058,0.007,0.102,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,120.0
ASTMA572GR60,NVD,100.0,110.0,1505.0,1600.0,1500.0,25.0,436.781728873635,0.097,0.72,0.0609,0.1419,0.048,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,304.8
ASTMA572GR60,NVD,100.0,110.0,1505.0,1574.0,1500.0,25.0,436.781728873635,0.092,1.02,0.057,0.1499,0.046,58.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,233.85
ASTMA572GR50,NVD,100.0,110.0,1505.0,1565.0,1350.0,25.0,436.781728873635,0.099,1.01,0.058,0.1459,0.028,55.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,258.6
FE550DLMH,NVD,100.0,156.0,1505.0,1610.0,1200.0,25.0,436.781728873635,0.133,0.67,0.055,0.14,0.151,55.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,166.0
FE550DLMH,NVD,100.0,110.0,1505.0,1590.0,1250.0,25.0,436.781728873635,0.092,0.64,0.064,0.129,0.028,50.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,120.0
FE550DLMH,NVD,100.0,110.0,1505.0,1580.0,1400.0,25.0,436.781728873635,0.096,0.66,0.0589,0.124,0.047,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,136.5
ASTMA572GR50,NVD,100.0,110.0,1505.0,1582.0,1600.0,25.0,436.781728873635,0.084,0.66,0.062,0.131,0.111,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,166.2
FE550DLMH,NVD,100.0,110.0,1505.0,1590.0,1200.0,25.0,436.781728873635,0.063,0.65,0.0609,0.1409,0.087,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,120.0
ASTMA572GR50,NVD,100.0,132.0,1505.0,1582.0,1700.0,25.0,436.781728873635,0.117,0.74,0.068,0.165,0.136,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,142.0
ASTMA572GR50,NVD,100.0,178.0,1505.0,1580.0,1200.0,25.0,436.781728873635,0.153,0.57,0.069,0.138,0.203,53.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,263.9
ASTMA572GR50,NVD,100.0,132.0,1505.0,1570.0,1800.0,25.0,436.781728873635,0.067,0.63,0.058,0.1259,0.054,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,257.5
ASTMA572GR50,NVD,100.0,132.0,1505.0,1580.0,1300.0,25.0,436.781728873635,0.085,0.82,0.067,0.17,0.094,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,227.14
ASTMA572GR50,NVD,100.0,132.0,1505.0,1585.0,1500.0,25.0,436.781728873635,0.096,1.01,0.062,0.158,0.068,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,208.0
ASTMA572GR50,NVD,102.0,132.0,1505.0,1582.0,1520.0,25.0,436.781728873635,0.11,1.02,0.0599,0.16,0.088,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,237.7
ASTMA572GR50,NVD,109.0,132.0,1505.0,1585.0,1400.0,25.0,436.781728873635,0.08,0.88,0.048,0.11,0.055,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,262.78
S275LS,NVD,110.0,132.0,1505.0,1605.0,1500.0,25.0,217.0,0.065,0.6,0.0459,0.111,0.077,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,224.5
ASTMA572GR50,NVD,101.0,132.0,1505.0,1580.0,1250.0,25.0,436.781728873635,0.089,0.63,0.057,0.138,0.114,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,158.5
ASTMA572GR50,NVD,101.0,110.0,1505.0,1585.0,1500.0,25.0,436.781728873635,0.074,0.62,0.058,0.1189,0.045,48.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,238.8
ASTMA572GR50,NVD,99.0,132.0,1505.0,1580.0,1350.0,25.0,436.781728873635,0.084,0.69,0.0599,0.13,0.058,48.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,224.5
ASTMA572GR51,NVD,107.0,132.0,1505.0,1578.0,1500.0,25.0,436.781728873635,0.092,0.62,0.065,0.1189,0.026,48.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,257.5
S275LS,NVD,104.0,132.0,1505.0,1580.0,1400.0,25.0,217.0,0.07,0.65,0.0539,0.12,0.088,41.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,194.8
S275LS,NVD,106.0,132.0,1505.0,1574.0,1450.0,25.0,217.0,0.093,0.65,0.0539,0.1429,0.193,58.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,142.0
JSPHTLSV,NVD,107.0,132.0,1505.0,1590.0,1400.0,25.0,345.3333333333333,0.121,1.0,0.07,0.153,0.043,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,257.5
JSPHTLSV,NVD,102.0,132.0,1505.0,1590.0,1250.0,25.0,345.3333333333333,0.128,1.07,0.0759,0.182,0.157,60.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,142.0
